,compound_id,docking_score,rdkit_smiles,rank
77303,CPD002499467,-3.789,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C12C(=O)Nc1ccc(F)cc12,77307.0
39402,CPD002371978,-5.079,O=c1c2cc3c(cc2nc(SCc2nc(-c4ccccc4Cl)no2)n1Cc1ccco1)OCO3,39415.0
53368,CPD000322927,-4.719,O=C(CN1C(=O)CCC1=O)Nc1ccc(Cc2ccc(NC(=O)CN3C(=O)CCC3=O)cc2)cc1,53366.0
46873,CPD002406586,-4.887,O=C(CCc1ncc(-c2c(F)cccc2F)o1)NCC1(N2CCOCC2)CCCCC1,46874.0
14942,CPD002393612,-5.904,COc1ccc(CNC(=O)COc2ncnc3ccc(Br)cc23)cc1,14948.5
31712,CPD002393664,-5.287,N#Cc1c(NC(=O)CSc2ncnc3ccccc23)sc2c1CCCC2,31702.5
69931,CPD002404086,-4.203,Cc1nc2ccccc2nc1SC(C)C(=O)Nc1ccccc1C(F)(F)F,69934.0
68646,CPD002403121,-4.253,CCn1cc(C#N)c(=O)n(Cc2noc(-c3ccc(Cl)cc3)n2)c1=O,68648.5
59691,CPD002414168,-4.543,N#C/C(=C/NC(=O)c1ccccc1)C(=O)N1CCOCC1,59692.0
7909,CPD000026110,-6.445,COc1cc(C(=O)NCc2nnc(SCC(=O)NCc3ccccc3)o2)cc(OC)c1OC,7911.5
35054,CPD002439418,-5.194,Cc1ccc(Cl)cc1NC(=O)c1ccccc1-c1ccccc1,35062.0
10162,CPD000717557,-6.215,COCCN(C(=O)COC(=O)Cc1cccc(OC)c1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,10163.0
36643,CPD002403665,-5.15,Cc1ccc(-c2cnc(CCC(=O)Nc3ccc(C)c(F)c3)o2)cc1C,36648.0
54691,CPD002398429,-4.683,CSCCC(NC(=O)c1ccccc1Cl)C(=O)Nc1cc(C)cc(C)c1,54677.5
23099,CPD002396037,-5.563,Cc1ccccc1-c1nnc(SCC(=O)Nc2ccc3c(c2)OC2(CCCCC2)O3)o1,23106.0
7271,CPD002393564,-6.529,O=C(CCC(=O)c1ccc(F)cc1)Nc1ccccc1-c1ccccc1,7271.0
63084,CPD002375800,-4.443,Cc1ccc2cccc(NC(=O)C(C)Oc3ccc(C)c(C)c3)c2n1,63085.5
36172,CPD002455816,-5.163,O=C(COc1ccc(Cl)cc1)Nc1ccc2oc(-c3ccccc3)nc2c1,36166.5
25134,CPD002453801,-5.491,Cc1oc2cc(OCCN3CCN(CCO)CC3)ccc2c(=O)c1-c1ccc(Br)cc1,25132.5
62526,CPD000652045,-4.46,CC(Oc1ccc2c(c1)c1ccnc3c4ccccc4c(=O)n2c13)C(=O)NCCCN1CCOCC1,62522.0
33632,CPD002393966,-5.234,COc1ccc2c(C)cc(SCC(=O)N3CCCC3)nc2c1,33615.0
29045,CPD002370081,-5.368,O=C(NCc1nnnn1-c1ccccc1)Nc1ccc2c(c1)OCO2,29037.0
60138,CPD002403898,-4.53,CCN(CC)C(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,60125.0
33738,CPD002417296,-5.23,Cc1cnc(C(=O)Oc2c(C)cccc2C)cn1,33738.5
71347,CPD002433072,-4.142,CN(CCCC#N)Cc1cccc(C#N)c1,71359.0
66009,CPD002439710,-4.349,Cc1cc([N+](=O)[O-])ccc1N=Cc1ccc(C#Cc2ccccc2)cc1,66020.0
891,CPD002440247,-8.789,CC(N)c1ccc(C(=O)O)o1,891.5
24915,CPD002369226,-5.499,Cc1ncc(-c2ccc(S(=O)(=O)Nc3cccc(Cl)c3C)cc2)o1,24900.5
20320,CPD000628694,-5.666,Cc1cccc(NC(=O)CCc2nnc3ccc(N4CCC(C)CC4)nn23)n1,20318.0
33911,CPD002375461,-5.225,O=C(/C=C/c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1,33917.5
62666,CPD002376990,-4.456,CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc1ccccc1OCC,62670.0
16096,CPD002442538,-5.849,CCOC(=O)C1C(c2ccc(OC)c(OC)c2)NC(=O)NC1(O)C(F)(F)F,16103.5
55126,CPD002367852,-4.671,O=c1oc2ccccc2cc1-c1nc(-c2ccc(N3CCCCC3)cc2)no1,55126.5
72511,CPD002373863,-4.088,COc1ccccc1N1CCN(C(=O)c2cc3c(-c4ccccc4F)nn(C)c3s2)CC1,72521.5
62811,CPD002414765,-4.451,CC(Cl)C(=O)c1ccc(C(C)(C)C)cc1,62820.0
23375,CPD002440549,-5.553,CC(C)c1ccccc1NC(=O)C(Sc1ccccc1)c1ccccc1,23379.0
37579,CPD002484877,-5.127,CCCNC(=O)c1cc(-c2ccc(C)s2)nc2ccccc12,37565.0
48142,CPD001936290,-4.855,Cc1ccc(C(CNC(=O)c2cccs2)N2CCCCC2)o1,48144.5
71667,CPD002412255,-4.129,COCCn1cnc2c1c(=O)n(CC(=O)Nc1ccc(OC(F)F)cc1)c(=O)n2Cc1ccccc1,71661.0
30647,CPD002456038,-5.318,COc1nnc(-c2ccc(N3CCOCC3)c(NC(=O)COc3cccc(C)c3)c2)c2ccccc12,30634.5
7275,CPD002393757,-6.528,N#CC1=C(SCc2ccc(C#N)cc2)NC(=O)C(C#N)C12CCCCC2,7276.5
48300,CPD001249156,-4.851,CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)NCC(c2ccco2)N(C)C)cc1,48302.0
52991,CPD002441280,-4.729,N#C/C(=C\c1ccco1)C(=O)NC1CCCC1,52992.0
54453,CPD002444761,-4.689,C(=Nc1ccc(Nc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,54468.0
24448,CPD002366794,-5.515,Cc1nn(Cc2ccccc2)c(C)c1NC(=O)COCc1cc(-c2ccco2)on1,24462.0
42737,CPD002432517,-4.991,C=CCOc1ccc(C=O)cc1,42743.0
31973,CPD002402640,-5.28,CC(OC(=O)c1c[nH]c2ccccc12)C(=O)Nc1ccc(N2CCOCC2)cc1,31955.0
80729,CPD002367274,-3.367,COc1ccccc1NC(=O)Nc1nc(CC(=O)NCCC(C)C)cs1,80729.0
11467,CPD002429986,-6.112,O=C(NCc1ccccc1OC(F)F)c1ccccc1C(F)(F)F,11472.0
62984,CPD002487977,-4.446,CCn1cc(C(=O)Cn2c(C)nc3ccccc32)c2ccccc21,62984.0
22765,CPD002434115,-5.575,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1,22761.5
29889,CPD002453751,-5.341,COc1ccc(-c2cc3ccc(OCCN4CCN(CCO)CC4)cc3oc2=O)cc1OC,29896.5
46388,CPD002445190,-4.899,COc1ccccc1C(=O)OC1CCN(C)CC1,46379.0
42342,CPD000651463,-5.001,COc1cccc(NC(=O)Cn2c3ccccc3c3nc4n(c(=O)c32)CCCS4)c1,42352.0
20093,CPD001530871,-5.674,Cc1nnc(NC(=O)C(Sc2ccccc2)c2ccccc2)s1,20094.5
15071,CPD000255263,-5.898,NC(=O)NN=C(S)Nc1ccccc1,15071.0
56538,CPD002406228,-4.632,O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(-c2ccncc2)nc2ccccc12,56525.0
8518,CPD002408306,-6.372,Cc1cccc(C(C)C)c1NC(=O)Cc1c[nH]c2ccccc12,8522.5
64846,CPD001831160,-4.387,O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)o1)N1CCCCC1,64848.0
69828,CPD002398628,-4.208,O=C(CSc1ncnc2c1oc1ccccc12)NC1CCCCCC1,69824.0
43674,CPD002398374,-4.966,CC(C)CCNC(=O)c1n[nH]c(=O)c2ccccc12,43672.0
50679,CPD002444720,-4.789,Cc1cc(C)nc(Sc2nc(Sc3nc(C)cc(C)n3)nc(Sc3nc(C)cc(C)n3)n2)n1,50692.0
51374,CPD002405151,-4.771,CCC(CC)NC(=O)COC(=O)CCS(=O)(=O)c1ccc(C)cc1,51388.5
77020,CPD002410747,-3.813,Cc1ccc(S(=O)(=O)NC2CC2)cc1C(=O)Nc1ccc(N2CCCCC2)c2ccncc12,77026.0
75507,CPD002369744,-3.92,CCOC(=O)CNC(=O)N1Cc2c(CC)nn(-c3ccccc3)c2-n2cccc2C1c1ccccc1,75513.5
50901,CPD002411284,-4.784,O=C(NCCC(=O)N1CCCCCC1)c1cc(O)nc2ccccc12,50887.5
67266,CPD000255465,-4.306,COCCn1c(SCC(=O)Nc2ccc(N3CCOCC3)cc2)nc2ccccc21,67259.0
7436,CPD000626503,-6.508,COc1ccc(C(=O)Nc2nnc(S(=O)(=O)N3CCC(C)CC3)s2)cc1OC,7436.0
63027,CPD000625635,-4.445,COc1ccc(CN(C(=O)c2cc(=O)c3ccccc3o2)C2CCS(=O)(=O)C2)cc1OC,63016.0
49196,CPD002427370,-4.828,CN(C)c1ccc(C(=O)OCc2ccc(C#N)cc2)cc1,49199.0
22717,CPD002412761,-5.576,Cc1ccc(C(=O)OCC(=O)OC2CC(C)CCC2C(C)C)s1,22730.0
54719,CPD002412382,-4.682,CC1(C)CC(=O)C(CCS(=O)(=O)Oc2ccccc2)(CCS(=O)(=O)Oc2ccccc2)C(=O)C1,54723.5
27050,CPD002489076,-5.429,NC(=O)COc1ccc(C2CC(O)=Nc3nc(N4CCCCC4)sc32)cc1,27048.0
42404,CPD002375022,-5.0,O=C(Cc1ccc(F)cc1)N1CCC(c2nc(O)c3nnn(Cc4ccccc4F)c3n2)CC1,42396.5
30631,CPD002369132,-5.318,CCOc1ccc(-c2nc(CNC(=O)Nc3cccc(C)c3C)c(C)o2)cc1,30634.5
77116,CPD002368804,-3.805,Cc1c(C(=O)N2CCCCCC2)c(S(=O)(=O)N2CCc3ccccc32)c(C)n1C,77120.0
11233,CPD002402218,-6.13,CCc1ccccc1NC(=O)CN1CCN(C(=O)c2oc3ccccc3c2C)CC1,11239.0
80710,CPD002405423,-3.371,CCCn1nc(C(=O)OC(C)C(=O)NCc2ccc(F)cc2)c2ccccc2c1=O,80708.5
46266,CPD002414728,-4.902,NC(=O)NN=Cc1cccc(Br)c1,46275.0
70676,CPD000045589,-4.172,Cc1ccc(-n2ncc3c2ncn2nc(-c4cccs4)nc32)c(C)c1,70690.0
23380,CPD002426792,-5.553,COC(=O)c1cccc(COC(=O)c2ccc(C(C)=O)s2)c1,23379.0
37774,CPD002418879,-5.121,CCCNC(=O)CCc1c[nH]c2ccccc12,37787.0
48196,CPD002401805,-4.854,C=CCN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(Cl)cc2Cl)CC1,48181.5
17765,CPD002404712,-5.773,Cc1cccc(C(=O)NC(c2ccc3c(c2)OCCCO3)C(C)C)n1,17759.0
32597,CPD002416183,-5.262,CC(C)c1ccc(/C=C(/C(=O)O)c2cccs2)cc1,32582.0
29730,CPD002426891,-5.347,O=C(OC/C=C/c1ccccc1)c1cc2ccccc2[nH]1,29724.5
80202,CPD002364131,-3.465,CCCCCCCCOc1ccc(OC(=O)c2ccncc2)cc1,80203.5
63392,CPD002401727,-4.433,CCn1c(N2CCN(Cc3c(F)cccc3Cl)CC2)nc2c1c(=O)[nH]c(=O)n2C,63388.5
69637,CPD000022293,-4.215,COc1ccc(NC(=O)C2c3cc(OC)c(OC)cc3C(=O)N(C)C2c2cccnc2)cc1OC,69627.5
22849,CPD002411003,-5.572,CC1CCCN(C(=O)c2ccccc2CSc2nc3ccccc3o2)C1,22846.5
22982,CPD000653042,-5.567,O=C(CCCN1C(=O)[C@H]2CC=CC[C@H]2C1=O)NCc1nc(-c2ccc(Cl)cc2)no1,22988.5
18777,CPD002408335,-5.727,CCN(Cc1cc(=O)oc2c(C)c(O)ccc12)C1CC1,18776.0
23431,CPD002395453,-5.551,CCCCCn1nc(C(=O)OCC(=O)Nc2cc(C)on2)c2ccccc2c1=O,23434.5
16015,CPD002411670,-5.853,Cc1cccc(NC(=O)CN2CCN(C(=O)CC(C)NC(=O)c3ccccc3)CC2)c1C,16021.0
39239,CPD002410738,-5.084,CCN(CC)C(=O)CNC(=O)c1cc2ccccc2c(OC)n1,39247.0
72613,CPD002403259,-4.083,CCOc1cccc(COC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c1OC(F)F,72625.0
32702,CPD002374698,-5.259,Cc1cccc(N2CC(=O)C(c3nc4ccccc4n3C)=C2N)c1C,32694.5
32571,CPD002435417,-5.262,O=C(CSc1ncnc2[nH]cnc12)Nc1ccc(Br)cc1Cl,32582.0
33554,CPD002488474,-5.236,Cc1cc(C)n2ncc(-c3noc(C(=O)NCc4ccco4)n3)c2n1,33550.0
36170,CPD002489008,-5.163,COc1ccc(N2Cc3nc(=O)n(CC(=O)NCc4ccccc4)n3C2=O)cc1,36166.5
25925,CPD000144569,-5.464,Cc1ccc(NC(=O)c2ccco2)c(NC(=O)Cc2cccs2)c1,25934.0
61268,CPD002439643,-4.497,CCOC(=O)C1=C(C)O[C@]23OC(N)=C(C#N)[C@]12C(=O)c1ccccc13,61270.0
50698,CPD002404333,-4.789,CC(c1ccc(F)cc1)N1CCN(c2oc(-c3ccco3)nc2C#N)CC1,50692.0
13870,CPD002445178,-5.961,NC(=O)c1ccccc1NC(=O)c1ccccc1-c1ccccc1,13868.5
68025,CPD002441227,-4.277,CCC(=O)Nc1ccc(C(=O)NN=C(C)C)cc1,68034.0
60665,CPD000145815,-4.514,CN(C)Cc1nc(O)c2c(n1)-c1ccccc1CC2(C)C,60663.5
39167,CPD000043049,-5.086,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccccn2)n1Cc1ccco1,39175.5
73123,CPD002402831,-4.059,CC(C)OCCSc1nnc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)o1,73115.0
52161,CPD002490398,-4.751,COc1cc(NC(=O)c2c(-n3cnnn3)sc(C)c2C)cc(OC)c1,52159.5
75491,CPD002443904,-3.921,CSC1=N/C(=C\c2cccc(OC(C)=O)c2)C(=O)S1,75495.5
7843,CPD001603116,-6.454,Cc1cccc(C(=O)NCCn2c(C)cc3ccccc32)c1,7840.5
512,CPD000650165,-9.086,CCc1cc(=O)oc2cc(OCC(=O)NC[C@H]3CC[C@H](C(=O)O)CC3)ccc12,512.5
69165,CPD002411097,-4.234,N#Cc1nc(-c2ccco2)oc1N1CCN(Cc2ccc(Br)cc2)CC1,69177.0
82772,CPD000073851,-2.396,CCOC(=O)COc1ccc(S(=O)(=O)N2CCN(C(=O)OCC)CC2)cc1,82772.0
31862,CPD002431216,-5.283,N#Cc1cccc(/C=C/C(=O)c2ccsc2)c1,31848.5
3188,CPD000806425,-7.728,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(SCC(=O)NCC3CCCO3)s2)cc1,3187.0
38584,CPD002373384,-5.101,CCSc1oc(-c2ccccc2)nc1S(=O)(=O)c1ccc(F)cc1,38599.5
59896,CPD002414318,-4.537,COc1cc(SC)ccc1C(=O)Oc1cccc(F)c1,59894.5
42518,CPD000652061,-4.997,COC(=O)C1CCN(C(=O)[C@H](C)NC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)CC1,42518.0
69138,CPD001247961,-4.235,Cc1ccccc1OCC(=O)Nc1ccc(N2CCOCC2)cc1N1CCOCC1,69145.5
14559,CPD002429124,-5.923,Cc1csc(CNC(=O)c2cccc(C(N)=O)c2)n1,14557.0
76598,CPD002396863,-3.848,Cc1sc2nc(CN3CCCC3)nc(Sc3nnnn3C3CC3)c2c1C,76594.5
35434,CPD002441625,-5.184,CNc1sc(C(C)=O)cc1C,35435.5
49379,CPD001932935,-4.824,CN(CC(=O)NCc1ccco1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,49360.5
47719,CPD002367761,-4.866,COc1ccc(-c2nc(Cn3nc(C)c4c(C)onc4c3=O)c(C)o2)cc1,47732.5
24473,CPD002402584,-5.515,CC(NC(=O)c1cc(-c2ccccc2)[nH]n1)c1ccc(S(C)(=O)=O)cc1,24462.0
71210,CPD002396980,-4.149,Cc1cc(C2=NN=C(NC(C)C)SC2)c(C)n1C1CC1,71202.5
8484,CPD002437131,-6.375,CCOc1cc(CNCCc2c[nH]c3ccc(OC)cc23)ccc1O,8492.0
51318,CPD000641319,-4.772,COc1ccc(-c2c(C)c3ccc(O)cc3oc2=O)cc1,51341.0
73933,CPD002370128,-4.017,Cc1cccn2c(=O)cc(COc3ccc(NC(=O)C(C)C)cc3)nc12,73932.5
47683,CPD002437319,-4.867,CCOc1ccccc1OCc1nn2c(C(C)C)nnc2s1,47695.0
16599,CPD000628738,-5.826,COc1cc(NC(=O)CCc2nnc3ccc(N4CCCCC4)nn23)cc(OC)c1OC,16607.0
71502,CPD002398567,-4.136,O=C(COc1c(CO)cc(F)cc1CO)Nc1ccc(F)c(Cl)c1,71501.0
25656,CPD002435973,-5.473,CC(C)CCNC(=O)Cn1c(=O)n(CCC(C)C)c(=O)c2sccc21,25650.0
16749,CPD002401416,-5.819,CCC(C)Cn1c(CCNC(=O)c2ccco2)nc2ccccc21,16757.0
22626,CPD002435767,-5.58,COC(=O)COc1ccc2c(=O)c(Oc3ccc(C(=O)OC)cc3)c(C)oc2c1,22633.5
33509,CPD002484466,-5.237,N#Cc1c(N)c(C(=O)c2ccc3c(c2)OCCO3)n2c1CCC2,33510.0
81323,CPD002430484,-3.232,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)CC1C=CCC1,81322.0
75384,CPD000058050,-3.929,Cc1nn(C2CCOC(C)(C)C2)c2c1C(c1ccc3c(c1)OCO3)SCC(=O)N2,75378.5
64523,CPD002431479,-4.398,c1csc(CNCCN2CCCC2)c1,64512.5
37795,CPD000201327,-5.121,COc1cc(Nc2c([N+](=O)[O-])nn(-c3ccc4c(c3)OCCO4)[n+]2[O-])cc(OC)c1,37787.0
64693,CPD002403074,-4.392,Cc1cc(NC(=O)CCn2nc(-c3cccs3)oc2=O)ccc1Br,64691.5
38564,CPD002439137,-5.102,CC1=C(C(=O)Nc2ccccc2)C(c2ccccc2)NC(S)=N1,38556.5
3712,CPD000811889,-7.478,CS(=O)(=O)c1cccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)o2)c1,3711.5
67035,CPD000630362,-4.314,Cc1cc(-c2ccc(C)c(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)c2)on1,67030.5
14921,CPD002426844,-5.905,CSc1ccc(Cl)c(C(=O)NC(C)c2ccncc2)c1,14927.0
3002,CPD002418974,-7.807,C=CCNS(=O)(=O)c1cc(C(=O)O)ccc1F,3002.5
77,CPD002365483,-9.84,Nc1cccc(C(=O)O)c1[N+](=O)[O-],78.0
81766,CPD002454520,-3.087,Cc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)c(Br)c1,81764.5
5479,CPD002407307,-6.854,CC(c1ccccc1)N(C)C(=O)COC(=O)c1c[nH]c2ccccc12,5477.0
19538,CPD002433469,-5.697,N#CCSC1=Nc2ccccc2CS1,19542.5
77981,CPD000626427,-3.727,CC1C(=O)Nc2ccc(S(=O)(=O)N3CCN(c4ccccc4F)CC3)cc2NC1=O,77980.0
12797,CPD002453307,-6.025,CCCCN1C(=O)C2(SC(NC(C)=O)=NN2C(C)=O)c2ccccc21,12799.5
68654,CPD002407042,-4.253,CC(NC(=O)CCc1ncc(-c2ccc(Cl)cc2)o1)c1ccc(S(C)(=O)=O)cc1,68648.5
23457,CPD002412342,-5.55,O=C(/C=C/c1ccccc1)OCC1C(COC(=O)/C=C/c2ccccc2)C1(Cl)Cl,23463.0
77311,CPD002401750,-3.789,CCc1[nH]c(C(=O)OCC(=O)NC2CCCC2)c(C)c1C(=O)OC,77307.0
40143,CPD002435375,-5.059,Cc1ccc(NC(=O)c2cc(-c3ccccn3)nc3ccc(C)cc23)cc1,40128.0
54835,CPD002436858,-4.679,FC(F)(F)C(Oc1nc(N2CCCCC2)nc(N2CCOCC2)n1)C(F)(F)F,54846.5
21117,CPD000068717,-5.636,CCCn1nc(C(=O)Nc2cccc(C(=O)OC)c2)c2ccccc2c1=O,21110.0
82104,CPD002370139,-2.94,CC(=O)N1CCC(C(=O)NCc2ccccc2)(N(C(=O)c2ccc(C)cc2)c2ccccc2F)CC1,82105.5
21010,CPD002444232,-5.639,[O-]c1c(-c2ccccc2)sc2c3ccccc3cc[n+]12,21015.5
29720,CPD002374430,-5.347,COc1ccc(-c2nc(CS(=O)(=O)CC(=O)NCc3ccc(OC(C)C)cc3)c(C)o2)cc1,29724.5
60318,CPD000045225,-4.524,COc1ccc(C2CC(=O)c3cnc(NC(=O)c4ccccc4OC)nc3C2)c(OC)c1,60322.5
13070,CPD002393977,-6.008,COc1ccc2c(C)cc(SCC(=O)N(C)Cc3ccccc3)nc2c1,13072.0
53401,CPD002416431,-4.718,CC(Sc1nc(C(F)(F)F)nc2ccccc12)C(=O)NCC1CCCCC1,53402.0
25443,CPD002180946,-5.48,CC(C)N(CCNC(=O)c1nn(C)c(=O)c2ccccc12)C(C)C,25446.0
15496,CPD000022140,-5.877,COc1ccc(N(C)C(=O)CCS(=O)(=O)c2cccc3nonc23)c(OC)c1,15490.0
40687,CPD002431676,-5.045,Cc1ccc(CNC(=O)C2CC2)cn1,40682.0
72298,CPD002403934,-4.099,CCCOc1ccccc1OCC(=O)Nc1ccc2oc(C)nc2c1,72297.0
26019,CPD002432679,-5.461,O=C(Cc1cccs1)N(Cc1ccco1)C1CC1,26019.0
18928,CPD002490319,-5.721,CC(=O)N1CCN(C(=O)Cn2ccc3cc(Br)ccc32)CC1,18930.0
44915,CPD002394273,-4.935,CC(OC(=O)c1nn(C)c(=O)c2ccccc12)C(=O)N(Cc1ccccc1)Cc1ccccc1,44907.0
11061,CPD002437414,-6.143,O=C(NCc1nc(-c2ccccc2)no1)NC1CCCCC1,11066.5
49070,CPD000650903,-4.831,CC(C)[C@H](NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C2c3ccccc3C(=O)N21)C(=O)N1CCC[C@@H]1C(=O)O,49078.0
6535,CPD002409133,-6.641,O=C(CCc1ncc(-c2ccc(Cl)cc2)o1)NC1CCS(=O)(=O)C1,6537.0
58536,CPD002417292,-4.575,COc1cc(/C=N/OC(=O)c2ccc(C(F)(F)F)cc2)ccc1OCc1ccccc1,58544.5
83213,CPD002499075,-0.434,C[N+](C)(C)CC#CCCCC#CC[N+](C)(C)C,83213.0
21011,CPD002430643,-5.639,C[S+]([O-])Cc1cccc(C(=O)N2CCC(n3cccc3)CC2)c1,21015.5
24586,CPD002431393,-5.511,C[S+]([O-])c1ccc(C(=O)Nc2ccc(N3CCOCC3)cn2)cc1,24577.5
55713,CPD002432993,-4.655,O=C(CSc1ccc2c(c1)OCCCO2)Nc1ccccc1C(=O)c1ccccc1,55702.0
37633,CPD002411054,-5.125,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(F)cc1,37632.5
17620,CPD002395802,-5.779,CCCCn1c(=O)[nH]c(=O)c2c1nc(CNc1cccc(F)c1)n2CCC(C)C,17621.0
10743,CPD002403312,-6.166,CCNC(=O)NC(=O)COC(=O)c1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1,10751.0
41635,CPD002413935,-5.02,Cc1ccc(C=NN(c2ccccc2)c2ccccc2)cc1,41637.0
32469,CPD002373019,-5.266,COc1ccc(OCCn2cc(C(C)=O)c3ccccc32)cc1,32447.5
70650,CPD000028851,-4.173,CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cccc(Cl)c2C)c1C,70660.0
33218,CPD002405446,-5.246,CCc1nn2c(=O)cc(CN(CC)Cc3ccc(OCc4ccccc4)cc3)nc2s1,33203.0
30240,CPD002375643,-5.331,COc1ccc(-c2nc3cc(NC(=O)COc4ccc(C)cc4)ccc3o2)cc1,30231.5
28078,CPD002393027,-5.397,N#Cc1ccc(NC(=O)COc2ccc3cc(Br)ccc3c2)cc1,28076.5
80576,CPD002365944,-3.397,CCc1ccc2ncc(S(=O)(=O)c3ccc(C)c(C)c3)c(N3CCOCC3)c2c1,80574.0
35384,CPD002373314,-5.186,CCOc1ccc(S(=O)(=O)Nc2cccc(CC)c2)c2cccnc12,35368.0
35029,CPD002454253,-5.195,Cn1c(=O)c2c(nc(NCCc3ccccc3)n2Cc2ccc(Br)cc2)n(C)c1=O,35026.5
59476,CPD002413452,-4.549,CC(C)(C)c1ccc(C=NOCC(=O)N2CCC(Cc3ccccc3)CC2)cc1,59457.0
36032,CPD002412110,-5.167,CN(C)C(=O)CN1CCCN(Cc2nc3ccccc3o2)CC1,36042.5
12887,CPD002427215,-6.019,Cc1ccc2c(C=O)c[nH]c2c1,12886.5
33859,CPD002403695,-5.227,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NCC(C)(C)N2CCOCC2)cc1OC,33849.5
19755,CPD002485488,-5.689,Cc1ccc2[nH]c(=O)c(COC(=O)c3cccs3)cc2c1,19754.0
54350,CPD002430827,-4.693,COc1cccc(CN(C)C(=O)C23CC4CC(CC(C4)C2)C3)c1OC,54333.5
66315,CPD002438914,-4.34,CCOC(=O)CCc1cc(C(=O)OCC)c(CCC(=O)OCC)cc1C(=O)OCC,66299.5
5594,CPD002455433,-6.83,Cn1c(=O)c2c(ncn2CC(COCc2cccc(F)c2)OCc2cccc(F)c2)n(C)c1=O,5595.0
65212,CPD002430708,-4.376,O=C(CCc1ccc(Cl)s1)NC1CCN(CC(F)F)CC1,65202.5
49591,CPD001625516,-4.818,COc1cccc(NC(=O)CN2C(=O)CC(c3ccccc3)=Nc3ccccc32)c1,49570.5
28671,CPD001269995,-5.379,O=C(COC(=O)CCN1C(=O)C2CC=CCC2C1=O)NCCc1ccc(F)cc1,28662.0
77256,CPD002489542,-3.794,Cc1oc(-c2nc(C#N)c(N3CCN(C)CC3)o2)cc1S(=O)(=O)N(C)C,77255.5
29353,CPD000094666,-5.359,COc1cccc(-c2nc(CS(=O)(=O)CC(=O)N3CCN(C)CC3)c(C)o2)c1,29344.0
32663,CPD002490371,-5.26,O=C1Cc2cc(C(=O)CSc3nnc(-c4ccccc4Cl)o3)c(Cl)cc2N1,32656.5
72207,CPD002485133,-4.103,COc1ccc(C(NC(=O)C2CC2)c2nccc3cc(OC)c(OC)cc23)cc1OC,72203.0
40064,CPD002400880,-5.061,O=C(NC1CC1)C(NCc1ccc(C(F)(F)F)cc1)c1ccccc1,40058.5
10488,CPD002488070,-6.187,Cc1ccc2nc(C(=O)N3CCN(c4ccccc4F)CC3)cn2c1,10485.0
25142,CPD002370513,-5.491,Cc1cccc(-c2nc(C)c(CCNC(=O)C(=O)Nc3ccc(C)c(F)c3)s2)c1,25132.5
53181,CPD002404507,-4.724,O=C(CCc1ncc(-c2ccc(F)cc2F)o1)N1CCN(C(=O)C2CC2)CC1,53173.0
41443,CPD002373741,-5.026,O=C(Nc1ccccc1F)c1nc2ccccc2nc1N1CCCC1,41418.5
71914,CPD002454228,-4.117,COc1cccc(N2CC(C(=O)Nc3ccccc3C(=O)N3CCN(c4ccccc4)CC3)CC2=O)c1,71909.5
23680,CPD002399488,-5.542,Cc1cc(Cl)ccc1OCC(=O)NC1CCN(C(C)C)CC1,23678.5
73927,CPD001601544,-4.017,CCOC(=O)c1cnc2c(C)cc(C)cc2c1NCCN(C)C,73932.5
18992,CPD002400409,-5.719,Cc1nc2cc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)ccc2o1,18982.5
43665,CPD000048730,-4.966,CCOC(=O)C1=C(NC(=O)c2ccc(Br)o2)Nc2ccccc2N=C1,43672.0
63557,CPD000414508,-4.428,CCOc1ccc(N2C(=O)CC(NCc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,63551.5
