,rdkit_smiles
71249,CC(C)(CO)NC(=O)C12CC3CC(CC(C3)C1)C2
81293,COc1cc2c(cc1OC)CN(C(=O)c1cc(S(=O)(=O)N3CCOCC3)ccc1C)CC2
13127,COc1ccc2oc(=O)c(S(=O)(=O)N3CCC(C)CC3)cc2c1
61447,C=CCNC(=O)NC(=O)CN(C)CC#N
34671,CCN(Cc1ccc(OC)c(OC)c1)S(=O)(=O)c1cnn(C)c1
81044,CC1CCN(S(=O)(=O)c2ccc(C(=O)N3CCCC(C(F)(F)F)C3)cc2)CC1
11209,COc1cc(-c2ccno2)ccc1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1
26834,CC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(C)n(C(C)C)c3C)CC2)cc1
62233,O=C(O)CNS(=O)(=O)c1ccc(Cl)s1
48485,CCN(CC)S(=O)(=O)c1cc(C)ccc1N
41860,Cc1ccc(S(=O)(=O)N(Cc2ccco2)Cc2ccco2)cc1
10869,Cc1cccc(S(=O)(=O)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)c1
9326,CCOC(=O)c1cc(-c2ccc(S(=O)(=O)Nc3c(C)cccc3C)s2)on1
78398,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3C)NC(=O)CO4)CC2)cc1
73436,CCOC(=O)COc1ccc(S(=O)(=O)N2CCN(C(=O)OCC)CC2)cc1
63577,COCCCNC(=O)CC1CCCC1
53091,C[N+]12CC[N+](C)(CC1)CC2
69981,COCCNC(C)C(=O)C12CC3CC(CC(C3)C1)C2
71011,COC(=O)CCCC[C@H]1SC[C@@H](N)[C@H]1N
15374,COc1ccc(S(=O)(=O)N2CCCC2)cc1-c1nc(C(C)C)no1
15914,Cc1ccc(-c2nn(C)c(=O)c3c2CCCC3)cc1S(=O)(=O)N1CCCC1
54767,CCCCCCCOc1ccc(S(=O)(=O)c2ccc(OCCCCCCC)cc2)cc1
63494,COCCSCC(=O)N1CCOC(C)(C)C1
75381,Cn1ncc(N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c(Cl)c1=O
47170,CC(C)(S)C(N)C(=O)O
79016,CCOc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N3CCOCC3)c2C)cc1
68060,CCOC(=O)/C(C#N)=C1\SCC(C#N)S1
21641,CN(CCC#N)S(=O)(=O)c1ccc(Br)cc1
49824,CCCCCCCCCOc1ccc(C(=O)O)cc1
65452,CCCCCCCCCCOc1ccc(C(=O)O)cc1
68516,CCCCCCCOc1ccc(C(=O)O)cc1
64594,CCCCCCCCCCCOc1ccc(C(=O)O)cc1
5293,Cc1ccc(C2CCCN2S(=O)(=O)c2cnn(C(F)F)c2C)cc1
36654,CCCn1nc(S(=O)(=O)N2CCCC2)c(C(=O)OCC)c1C
13129,CC1CCN(S(=O)(=O)c2cc3cc(Cl)ccc3oc2=O)CC1
51254,CCCCC1CCC(C(=O)NC(C(=O)O)C(C)C)CC1
7168,COc1ccc(OC)c(S(=O)(=O)n2nc(C)c(S(=O)(=O)N(C)c3ccccc3)c2C)c1
82928,CCOc1ccc(S(=O)(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2OC)cc1
72485,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC4(CC3)OCCO4)CC2)cc1
81898,O=S(=O)(c1cc(F)ccc1F)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1
52856,O=C(O)CNS(=O)(=O)c1ccccc1C(F)(F)F
42218,CCc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(C)on3)CC2)cc1
53495,COC(=O)C(NC=O)C12CC3CC(CC(C3)C1)C2
58644,CCCC(C)(N)C(=O)O
50752,CC#CC[N+](C)(CC#CC)CC(=O)C(C)(C)C
76328,CN(CC(=O)N1CCN(c2ncccn2)CC1)S(=O)(=O)c1ccc(Cl)cc1
81303,CC(C)CN(C(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1)C1CCS(=O)(=O)C1
54947,CC(=O)c1ccccc1S(=O)(=O)NCC(=O)O
50751,C/C=C/C[N+](C)(C/C=C/C)CC(=O)C(C)(C)C
54634,CN(C)C(=S)SCC(=O)NCCNC(=O)CSC(=S)N(C)C
58900,O=C(O)C1COCCO1
27253,CCN(C1CC1)S(=O)(=O)c1cccc2cc(C)cnc12
77627,CCOC(=O)C1CCN(S(=O)(=O)c2ccc(OC)c(C(=O)N3CCCCCC3)c2)CC1
6455,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(C(C)C)cc3)CC2)c(C)n1C(C)C
9332,CCOC(=O)c1cc(-c2ccc(S(=O)(=O)Nc3ccc(C)cc3Cl)s2)on1
58559,CNC(=O)NC(=O)CN(CC(=O)N(C)C)CC(F)(F)F
82043,CN1CCC(N(C)C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1
77271,CCN(CC)S(=O)(=O)c1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1
49993,CC(CC(C)C)=NNC(=O)CC#N
52433,C[N+](C)(N)CC(=O)[O-]
45704,O=S(=O)(c1ccc2c(c1)N=C(O)CS2)N1CCOCC1
78424,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)N(C(C)=O)CC(C)S3)CC1
7136,Cc1cccc(C)c1NS(=O)(=O)c1cc(-c2ccno2)oc1C
74508,CCN(CC)S(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3ccccc3C#N)CC2)nc1
59432,COCCCNC(=O)C1CCCCC1
81801,CC1CCN(S(=O)(=O)c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)cc2)CC1
34568,CCN(Cc1ccc2c(c1)OCCO2)S(=O)(=O)c1cnn(C)c1
33571,COCCN(CC(N)=O)S(=O)(=O)c1cc(F)ccc1F
3153,CC1CCCN(S(=O)(=O)c2ccc3oc(=O)ccc3c2)C1
73852,COc1ccc(OC)c(N(CC(=O)O)S(=O)(=O)c2ccc(OC)c(OC)c2)c1
47665,CN(C)CCOC(=O)C12CCC3CC(CC(C3)C1)C2
56968,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(NS(=O)(=O)c2c(C)cc(C)cc2C)c1
55086,O=C(O)CNS(=O)(=O)c1ccc(OC(F)(F)F)cc1
15369,COc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1noc(C(C)(C)C)n1
71245,CCCC(NC(C)=O)C12CC3CC(CC(C3)C1)C2
64602,CCCCNC1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)C3NCCCC
52669,CC(NC(=O)C(C)(Cl)Cl)C12CC3CC(CC(C3)C1)C2
32980,Cc1cc(C)c(NS(=O)(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c(C(=O)O)c1
15326,CCOc1ccc(S(=O)(=O)N2CCCC2c2ccc(F)cc2)cc1
82076,CC(C)(C)CC(=O)N1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2[N+](=O)[O-])CC1
80528,COc1ccc(C(C)C)cc1S(=O)(=O)N1CCC(C(=O)N2CCN(C)CC2)CC1
2921,CN1CCN(S(=O)(=O)c2ccc(Cl)c3ccccc23)CC1
77618,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(OC)c(C(=O)N3CCCCC3)c2)CC1
57887,CC(O)CNS(=O)(=O)c1ccc(C(=O)O)cc1
4174,COc1ccccc1N1CCN(S(=O)(=O)c2cc(C)c(C)cc2OC)CC1
19007,COc1ccc(S(=O)(=O)N(C)C2CCS(=O)(=O)C2)cc1C
71322,COCC(=O)NN=C(S)NCC(C)C
32247,Cc1cc(Cl)ccc1S(=O)(=O)N(Cc1cccnc1)C1CC1
59992,Cc1ccc(C)c(S(=O)(=O)NCCO)c1
29318,COc1ccc(-c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)cs2)cc1OC
12931,CCOc1ccc(S(=O)(=O)n2ccnc2)cc1C(C)(C)C
20697,COc1ccc(-c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)cs2)cc1
79010,Cc1nn(S(=O)(=O)c2ccc(Cl)cc2)c(C)c1S(=O)(=O)N1CCOCC1
53057,C=CCNC(S)=NN=C(N)S
80637,CCN(C(=O)COC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1)C1CCS(=O)(=O)C1
11207,COc1cc(-c2ccno2)ccc1S(=O)(=O)N1CCN(c2cc(C)ccc2C)CC1
4628,CSc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1
25955,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(C#N)cc3)CC2)c(C)n1C(C)C
15316,CCOc1ccc(S(=O)(=O)N2CCCC2c2ccc(Cl)cc2)cc1
48704,O=C(O)CNS(=O)(=O)c1ccc(Cl)c(Cl)c1
54893,CCN(CC)S(=O)(=O)c1ccc(C)c(NS(=O)(=O)c2c(C)c(C)cc(C)c2C)c1
20913,Cc1ccc(COC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)cc1
4003,CC(OC(=O)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1)C(=O)N(C)C1CCCCC1
74604,Cc1ccc(S(=O)(=O)N(c2nc(N(C)C)nc(N(C)C)n2)n2cnnc2)cc1
47597,CC(Cl)C(=O)NC1(C#N)CCCCC1
81818,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)cc1
31567,CC(OC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)C(=O)c1ccccc1
15918,Cc1ccc(-c2nn(C)c(=O)c3c2CCCC3)cc1S(=O)(=O)N1CCCCC1
15915,Cc1ccc(-c2nn(C)c(=O)c3c2CCCC3)cc1S(=O)(=O)N1CCCCCC1
47821,COc1ccc(C(=O)O)cc1S(=O)(=O)NCC(=O)O
28988,Cc1ccc(NS(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)c1
45722,O=S(=O)(c1ccc2c(c1)N=C(O)CS2)N1CCCCCC1
45713,O=S(=O)(c1ccc2c(c1)N=C(O)CS2)N1CCCCC1
41972,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(C(C)C)cc3)CC2)no1
64103,CCNC(C)C12CC3CC(CC(C3)C1)C2
70409,C=CCNC(S)=NNC(=O)OCC
74045,COc1ccc(C(=O)OCC(=O)c2ccccc2)cc1S(=O)(=O)N1CCOCC1
61241,CC(OC(=O)CC12CC3CC(CC(C3)C1)C2)C(N)=O
42319,COc1ccc(C)cc1S(=O)(=O)n1cc(C)nc1-c1ccccc1
81904,Cc1ccc(S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)cc1
77004,CN(CCO)S(=O)(=O)c1ccc2c(c1)C(=O)c1cc(S(=O)(=O)N(C)CCO)ccc1-2
83339,CCOC(=O)C1=C(COC(=O)c2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)NC(=O)NC1C
23638,CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCCCCCC1
76332,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)N1CCN(c2ncccn2)CC1
54751,O=C(NCCC12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
753,Cc1cc(C)n(C(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)n1
49829,CCCCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1
49830,CCCCCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1
70520,O=C(O)CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
27735,CCCOc1cc(C)c(C(C)C)cc1S(=O)(=O)N1CCCC1
21512,CN(C)S(=O)(=O)c1cccc(C(=O)N2CCCCC2C(=O)O)c1
74430,CC(=O)c1ccc(N2CCN(c3ccc(S(=O)(=O)N4CCN(C)CC4)cn3)CC2)cc1
81370,CCOC(=O)C1CCN(C(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc2OC)CC1
72235,Cc1ccc(C)c(N2CCN(C(=O)C3CCN(S(=O)(=O)c4c(C)noc4C)CC3)CC2)c1
81173,CCN(C(=O)COC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl)C1CCS(=O)(=O)C1
57121,C=CCN(CC=C)S(=O)(=O)c1cccc2c1N=S=N2
66779,Cc1ccc(C(=O)O)cc1S(=O)(=O)NCCO
49840,CCOC(=O)c1[nH]c(C)c(C=O)c1C
78858,Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCC2(CC1)OCCO2)CCCC3=O
31885,COC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)ccc1Cl
26552,CC(OC(=O)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1)C(=O)N1CCCCCC1
73795,COc1ccc(S(=O)(=O)n2nc(-c3cc(OC)c(OC)c(OC)c3)cc2N)cc1OC
82491,COc1ccc(C(=O)OCC(=O)N2CCOCC2)cc1S(=O)(=O)N1CCOCC1
52576,CCCCNC(=S)N/N=C/C=C(/C)CCC=C(C)C
50882,C[N+]1(CCCCCCCCCCCCCO)CCCC1
20820,Cc1ccc(COC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)cc1
34270,COCC(C)NS(=O)(=O)c1cc(C)ccc1C
32773,COc1cc(C)c(Br)cc1S(=O)(=O)N1CCCCC1C
82195,COc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1OC
75524,COc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1OC
75960,CC(=O)N1CCN(C(S)=Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)CC1
76615,CCCCOC(=O)c1cc(O)nc(O)n1
22694,CN(CCOc1ccc(Br)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cn1
66314,O=S(=O)(O)CC(O)CNC(CO)(CO)CO
21918,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CCCC2C(=O)O)c1
81802,CCN(C(=O)c1ccc(S(=O)(=O)N2CCC(C)CC2)cc1)C1CCS(=O)(=O)C1
25274,Cc1cc(N2CCN(S(=O)(=O)c3ccc(Cl)cc3C(F)(F)F)CC2)nc(C(C)C)n1
68668,CC(C)NC(=O)C1CC1
80653,CCCCn1c(N)c(N(CCOC)C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)c(=O)[nH]c1=O
15318,Cc1ccc(C2CCCN2S(=O)(=O)c2ccccc2)cc1
14513,COc1ccc(-n2nnnc2C2CCN(S(=O)(=O)c3cc(OC)ccc3OC)CC2)cc1
2852,CCOc1ccc(N(C)S(=O)(=O)c2cc(-c3cc(C)no3)ccc2C(C)C)cc1
14512,COc1ccc(-n2nnnc2C2CCN(S(=O)(=O)c3ccc(F)cc3Cl)CC2)cc1
73268,COc1cc2c(cc1OC)CN(C(=O)c1ccc(OC)c(S(=O)(=O)N3CCOCC3)c1)CC2
63032,CCn1c(SCCOC)nnc1C1CC1
608,Cc1ccc(C(=O)N2CCN(C)CC2)cc1S(=O)(=O)N1CCCCC1
57656,CONC(=O)C(C)NC(=O)C12CC3CC(CC(C3)C1)C2
23736,Cc1cccc(C)c1NS(=O)(=O)c1cccc(C(F)(F)F)c1
6593,CCCCN(CCCC)S(=O)(=O)c1nc(C)c(Cl)c(C)c1C#N
43255,CC1c2cc3c(cc2CCN1S(=O)(=O)c1cc(Cl)ccc1Cl)OCCCO3
74844,Cc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1S(=O)(=O)N1CCCCC1
59935,Cc1cc(C(C)(C)C)cc(C)c1CS(=O)(=O)CCCO
76021,CN(C(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)C1CCCCC1
51251,CC1CCC(C(=O)NC(C(=O)O)C(C)C)CC1
47828,CCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1
48705,CCN(CC)S(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1
31759,COc1ccc(S(=O)(=O)N(C)Cc2cnn(C)c2)cc1OC
80500,CCOC(=O)C1CCN(C(=O)C2CCCN2S(=O)(=O)c2ccc(Cl)cc2)CC1
74837,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(C(=O)N4CCOCC4)cc3[N+](=O)[O-])CC2)cc1
51036,CCCCCCCCCCCC[S+]([O-])C1CCCCC1OC(C)=O
36644,CCOC(=O)c1c(S(=O)(=O)N2CCCC2)nn(CC)c1C
57825,CC(C)C(C)(C#N)NC(=O)CC1CC2CCC1C2
77620,COc1ccc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cc1C(=O)N1CCOCC1
67485,CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
51128,C[N+]1(CC[N+]2(C)CCCCC2)CCCCC1
24444,COc1cc(C)c(Cl)cc1S(=O)(=O)N1CCC(C(N)=O)CC1
56945,COC(=O)c1ccc(Oc2ccc(C(=O)OC)cc2)cc1
76135,COC(=O)c1ccccc1S(=O)(=O)N1CCC(C(=O)OC(C)C(=O)NC(N)=O)CC1
52123,C=CCCCOc1ccc(/C=C/C(=O)c2ccc(OCCCCC)cc2)cc1
15325,Cc1c(S(=O)(=O)N2CCCC2c2ccc(F)cc2)cnn1C(F)F
63525,CCN(CC(C)C#N)C(=O)C1CCCC1
36643,CCCn1nc(S(=O)(=O)N2CCCCC2)c(C(=O)OCC)c1C
39255,COc1cccc(-c2noc(-c3ccc(S(=O)(=O)N4CCCC4)o3)n2)c1
11328,Cc1ccc(N(C)S(=O)(=O)c2cc3c(cc2Cl)Oc2ccc(C)cc2NC3=O)cc1
64451,CCCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2
55231,CCOCCCNC1CC(C)CC(C)(C)C1
65069,O=S(=O)(O)NCCCO
62139,CC(NC(=O)C(C)(C)C)C1CC1
70528,O=C(O)CNC(=O)C(F)(F)C(F)(F)Cl
53992,O=C(O)CCC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)O
75378,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3cc(C)ccc3OC)CC2)CC1
61764,CC(=O)NC1(C(=O)NCC(=O)NC(C)(C)C)CCCCC1
77626,COc1ccc(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1C(=O)N1CCCCCC1
52396,CC(C)(C)C(=N)N
78326,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)NC(=O)C(C)C(=O)N3)CC1
19649,CCOc1cc(C)c(S(=O)(=O)N2CCCC2)cc1C(C)C
23248,COc1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)c(C(=O)O)cc1OC
81618,COc1ccc(N2CCN(S(=O)(=O)c3c(C)n(C)c(=O)n(C)c3=O)CC2)cc1
53562,COC(=O)c1ccc(C=NO)cc1
72375,COc1ccc(N(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C2C=CS(=O)(=O)C2)cc1
35173,Cc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccc(Cl)c(Cl)c2)cc1
28212,Cc1cccc(C(=O)O)c1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
26000,Cc1ccc(S(=O)(=O)N2CCCC2c2ccccc2)cc1
81217,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)C3CCN(C(=O)c4ccc(F)cc4)CC3)CC2)c1
72315,CCOC(=O)N1CCN(C(=O)c2cn(C)c3ccc(S(=O)(=O)N4CCCC4)cc3c2=O)CC1
55112,CC(=O)NCCNS(=O)(=O)CCC(=O)O
54900,CCN(CC)S(=O)(=O)c1cc(NS(=O)(=O)c2ccc(C)cc2C)ccc1C
69987,CN(C)CCOC(=O)C12CC3CCC(CC(C3)C1)C2
57702,CNc1nnc(Sc2ccc(S(=O)(=O)NC(C)C)cc2[N+](=O)[O-])s1
50107,O=C(O)CCSc1sc(=S)sc1SCCC(=O)O
71514,CSc1nnc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)n1CC1CCCO1
75357,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3cc(OC)ccc3OC)CC2)CC1
78292,COc1cc(OC)cc(N2CCN(S(=O)(=O)c3ccc(-n4cnnn4)cc3)CC2)c1
26778,Cc1cnc2c(S(=O)(=O)N3CCCC3)cccc2c1
4439,Cc1ccc(S(=O)(=O)Nc2ccc3oc(C)nc3c2)c(C)c1
2851,CCOc1ccc(N(C)S(=O)(=O)c2cc(-c3cc(C)no3)ccc2CC)cc1
11233,Cc1noc(C)c1S(=O)(=O)N1CCCC1c1cc(C(C)C)no1
49843,CCCCCCOc1ccc(C(=O)/C=C/C(=O)O)cc1
65772,COC(=O)c1cnc(O)cn1
31790,Cc1ccc(S(=O)(=O)Nc2ccc(Cl)c3cccnc23)cc1C(=O)O
3795,O=S(=O)(c1ccc2c(c1)CCN2)N1CCCC1
13994,COc1ccc(N(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C2C=CS(=O)(=O)C2)cc1
6950,CCN(CC)S(=O)(=O)c1ccc(N(C)CCOc2ccc(Br)cc2)nc1
31460,COCCN(Cc1cccs1)S(=O)(=O)c1ccc(C(=O)O)cc1
32952,Cc1cc(C)c(S(=O)(=O)Nc2ccc(Cl)cn2)cc1Br
81884,Cc1ccc(S(=O)(=O)N2CCOC23CCN(S(=O)(=O)c2cccs2)CC3)cc1
4790,COc1ccc(S(=O)(=O)N2CCN(c3ccc(C)c(Cl)c3)CC2)c2ccccc12
55899,CC(OC(=O)C12CC3CC(CC(C3)C1)C2)C(N)=O
51134,C[N+](C)(C)CC(F)([N+](=O)[O-])[N+](=O)[O-]
53060,CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)O
65972,CC(C)C(NC(=O)C1CCCCC1)C(=O)O
36641,CCOC(=O)c1c(S(=O)(=O)N2CCOCC2)nn(CC)c1C
54340,O=C(O)CNS(=O)(=O)c1ccc(Br)cc1
18816,CC(=O)c1c(C)oc2cc(C)c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)cc12
54901,CCOC(=O)c1[nH]c(C)c(C(=O)OCC#N)c1C
61450,CN(CC(=O)NC(=O)NCC(F)(F)F)CC(F)(F)F
56168,COC(=O)CC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)OC
52783,CCOC1CSc2sc(=S)sc2S1
11224,Cc1cc(C)c(S(=O)(=O)N2CCCC2c2cc(C(C)C)on2)c(C)c1
8351,CC1CCCN(S(=O)(=O)c2cc3cc(Cl)ccc3oc2=O)C1
65938,CC(C)CC(NC(=O)C1CCC(C(C)C)CC1)C(=O)O
27374,COCCN(Cc1cccs1)S(=O)(=O)c1cc(C(=O)O)ccc1Cl
75067,CCN1C2OC3OC4C(OC3OC2N(CC)S1(=O)=O)N(CC)S(=O)(=O)N4CC
37835,CCN(CC)S(=O)(=O)c1ccc(Cl)c2ccccc12
56838,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(NS(=O)(=O)c2cc(C)ccc2C)c1
10866,O=S(=O)(c1ccccc1)N1CCN(c2ccc(N3CCCCCC3)nn2)CC1
80499,COc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1S(=O)(=O)N1CCCC1
39252,COc1ccc(-c2noc(-c3ccc(S(=O)(=O)N4CCOCC4)o3)n2)cc1
37112,COc1ccc(S(=O)(=O)N(C)CC(=O)N2CCOCC2)cc1C
80844,CCCN(C(=O)C1CCN(S(=O)(=O)c2ccc(OC)c(OC)c2)CC1)C1CCS(=O)(=O)C1
8350,COc1ccc2oc(=O)c(S(=O)(=O)N3CCCC(C)C3)cc2c1
69303,CC(C)(CNC(=O)C1CCCCC1)CNC(=O)C1CCCCC1
80423,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)N3CCN(c4ccc(F)cc4)CC3)CC2)c1
10611,Cc1ccc(C)c(N2CCN(S(=O)(=O)c3ccc(-c4coc(C)n4)cc3)CC2)c1
80526,COc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1C(=O)N1CCCC1
50748,C#CCOC(=O)C[N+](C)(C)C/C=C(/C)Cl
62626,CC(/C=C/N(C)C)=C\C=[N+](C)C
12025,COc1ccc(S(=O)(=O)N2CCc3c(c(-c4nnc(SC)n4C)nn3C)C2)cc1
81304,Cc1ccc(S(=O)(=O)N(C)CC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)cc1
52124,C=CCOc1ccc(/C=C/C(=O)c2ccc(OCCCCC)cc2)cc1
47034,CCOC(=O)c1[nH]c(C)c(C=NO)c1C
80826,CCOC(=O)N1CCN(C(=O)COC(=O)c2ccc(S(=O)(=O)N(CC)CC)cc2)CC1
15367,COc1ccc(S(=O)(=O)NC(C)C)cc1-c1noc(C(C)(C)C)n1
3314,O=C(c1ccc(S(=O)(=O)N2CCCC2)cc1)N1CCCCC1
74361,O=C(NCCCCCCNC(=O)OC1CCS(=O)(=O)C1)OC1CCS(=O)(=O)C1
36640,CCOC(=O)c1c(S(=O)(=O)N2CCCC2)nn(C)c1C
24587,Cc1cc(N2CCN(S(=O)(=O)c3ccc(Br)cc3Cl)CC2)nc(C(C)C)n1
24771,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4cc(C)ccc4nc3C)CC2)cc1
65912,Cc1c(C(=O)OC(C)C)sc(N)c1C#N
16756,Cc1noc(C)c1COC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1
81792,CC(C)CN(C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)C1CCS(=O)(=O)C1
26545,Cc1ccc(Oc2ccc(S(=O)(=O)N3CCCC3)cn2)c(Br)c1
49711,CC(c1cccs1)N(C)S(=O)(=O)c1cc(C(=O)O)cs1
62695,CN(C(=O)CCl)C1CCCCC1
58727,CC(C)CCN(CC(=O)NC(N)=O)C1CC1
21036,COc1ccc(CSc2ccc(S(=O)(=O)N3CCOCC3)cn2)cc1F
27040,CC(OC(=O)c1cccc(S(=O)(=O)N(C)C)c1)C(=O)c1ccccc1
25881,COc1cc(S(=O)(=O)N2CCC(C(N)=O)CC2)c(C)cc1Br
37698,COc1ccc(OC)c(S(=O)(=O)n2cc(C)nc2-c2ccccc2)c1
11210,COc1cc(-c2ccno2)ccc1S(=O)(=O)N1CCN(c2ccccc2F)CC1
52922,CCCCCOc1ccc(C(=O)CCC(=O)O)cc1
48877,CNC(=O)C1CCCC1
10166,Cn1ccc2cc(S(=O)(=O)N3CCC(C(=O)N4CCC5(CC4)OCCO5)CC3)ccc21
53509,COC(=O)CNC(=O)CC12CC3CC(CC(C3)C1)C2
6411,Cc1ccccc1Oc1ccc(S(=O)(=O)N2CCCC2)cn1
54803,N#Cc1ccccc1S(=O)(=O)NCC(=O)O
59996,Cc1nc[nH]n1
12684,O=S(=O)(c1ccc2oc3ccc(S(=O)(=O)N4CCCCCC4)cc3c2c1)N1CCCCCC1
80501,CCOC(=O)C1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCC3)c2)CC1
80403,COc1ccc(S(=O)(=O)N2CCCC(C(=O)N3CCOCC3)C2)cc1Cl
47817,O=C(O)CN(/C=C/C(=O)C(F)(F)F)CC(=O)O
8377,Cc1cccc(NS(=O)(=O)c2cc(-c3ccno3)oc2C)c1C
54827,CC(C)CCN=C(S)NN
41752,O=S(=O)(c1cc(F)ccc1F)N1CCN(C23CC4CC(CC(C4)C2)C3)CC1
77713,COc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1S(=O)(=O)N1CCOCC1
81790,CCN(C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)C1CCS(=O)(=O)C1
