,compound_id,smiles,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
1015,2560937,CCCN=C(S)NC(C)C12CC3CC(CC(C3)C1)C2,-2.763,CCCN=C(S)NC(C)C12CC3CC(CC(C3)C1)C2,-2.763,,-0.0,0,232.0
1016,2559740,CCC(NC(=O)C1CC1)C12CC3CC(CC(C3)C1)C2,-3.001,CCC(NC(=O)C1CC1)C12CC3CC(CC(C3)C1)C2,-3.001,,-0.0,0,319.0
1017,2526918,CC(C)C(=O)N1CCC(CC1)NC(=O)CCn1ccc2ccccc12,-4.338,CC(C)C(=O)N1CCC(NC(=O)CCn2ccc3ccccc32)CC1,-4.338,,-0.0,0,955.0
1018,2523990,O=C(CCn1ccc2ccccc12)NC12CC3CC(CC(C3)C1)C2,-3.589,O=C(CCn1ccc2ccccc21)NC12CC3CC(CC(C3)C1)C2,-3.589,,-0.0,0,619.5
1019,2523897,COc1ccc(SCCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,-2.571,COc1ccc(SCCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,-2.571,,-0.0,0,178.0
1020,2549237,O=C(Cn1ccc2ccccc12)N1CCNC(=O)C1,-3.414,O=C1CN(C(=O)Cn2ccc3ccccc32)CCN1,-3.414,,-0.0,0,511.5
1021,2567573,CC(=O)NC12CC3CC(CC(C3)C1)C2,-3.442,CC(=O)NC12CC3CC(CC(C3)C1)C2,-3.442,,-0.0,0,531.0
1022,2570747,Brc1c[nH]c(c1)C(=O)NC12CC3CC(CC(C3)C1)C2,-3.399,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(Br)c[nH]1,-3.399,,-0.0,0,506.5
1023,2505700,CC(=O)Nc1ccc(cc1)S(=O)(=O)NNC(=O)NC12CC3CC(CC(C3)C1)C2,-3.266,CC(=O)Nc1ccc(S(=O)(=O)NNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,-3.266,,-0.0,0,431.0
1024,2562675,OCCN=C(S)NC12CC3CC(CC(C3)C1)C2,-2.938,OCCN=C(S)NC12CC3CC(CC(C3)C1)C2,-2.938,,-0.0,0,301.0
