,Unnamed: 0,ID,SMILES,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
39006,39007,CPD002406810,Cc1cnc(NC(=O)CNC(=O)c2cocc2)s1,-5.09,Cc1cnc(NC(=O)CNC(=O)c2ccoc2)s1,-5.09,,-0.0,0
31507,31508,CPD002413718,O=C(Oc1ccccc1/C=C/C(=O)c2cc3ccccc3o2)c4cccs4,-5.293,O=C(/C=C/c1ccccc1OC(=O)c1cccs1)c1cc2ccccc2o1,-5.293,,-0.0,0
60566,60567,CPD002435991,CN(C1CCCCC1)C(=O)CN2C(=O)N(Cc3ccc4OCOc4c3)C(=O)c5sccc25,-4.517,CN(C(=O)Cn1c(=O)n(Cc2ccc3c(c2)OCO3)c(=O)c2sccc21)C1CCCCC1,-4.517,,-0.0,0
27783,27784,CPD002442017,O=Cc1cccn1c2ccc(C#N)cc2,-5.406,N#Cc1ccc(-n2cccc2C=O)cc1,-5.406,,-0.0,0
4554,4555,CPD002489484,Cc1cc2ccccc2n1CC(=O)NCCCC(=O)O,-7.126,Cc1cc2ccccc2n1CC(=O)NCCCC(=O)O,-7.126,,-0.0,0
17224,17225,CPD002406199,COc1ccc2nc(SCC(=O)Nc3ccccc3C(=O)Nc4ccc5OCOc5c4)[nH]c2c1,-5.796,COc1ccc2nc(SCC(=O)Nc3ccccc3C(=O)Nc3ccc4c(c3)OCO4)[nH]c2c1,-5.796,,-0.0,0
39542,39543,CPD002435332,CC1CCCCN1Cc2cc(=O)oc3cc(c(O)cc23)c4ccccc4,-5.075,CC1CCCCN1Cc1cc(=O)oc2cc(-c3ccccc3)c(O)cc12,-5.075,,-0.0,0
71788,71789,CPD002365790,CCOC(=O)C1C(CC(=CC1=O)c2ccc(C)cc2)c3ccccc3C,-4.123,CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1ccccc1C,-4.123,,-0.0,0
29718,29719,CPD001888248,O=C(CN1CCN(CC1)c2oc(nc2C#N)C3CC3)NC(=O)NC4CCCC4,-5.347,N#Cc1nc(C2CC2)oc1N1CCN(CC(=O)NC(=O)NC2CCCC2)CC1,-5.347,,-0.0,0
12564,12565,CPD002431023,CCN(CC)C(=S)SC(C(=O)N)c1ccccc1,-6.039,CCN(CC)C(=S)SC(C(N)=O)c1ccccc1,-6.039,,-0.0,0
21519,21520,CPD002406839,Clc1ccc(cc1)c2occ(CSCC(=O)NCCc3ccccc3)n2,-5.621,O=C(CSCc1coc(-c2ccc(Cl)cc2)n1)NCCc1ccccc1,-5.621,,-0.0,0
71159,71160,CPD002366333,C1CCC(CC1)NC2(CCCC2)c3nnnn3c4ccccc4,-4.151,c1ccc(-n2nnnc2C2(NC3CCCCC3)CCCC2)cc1,-4.151,,-0.0,0
74742,74743,CPD002410272,COC(=O)C1(CCCCCC1)NC(=O)c2cc(Cl)ccc2Cl,-3.971,COC(=O)C1(NC(=O)c2cc(Cl)ccc2Cl)CCCCCC1,-3.971,,-0.0,0
67085,67086,CPD002366905,Fc1cccc(NC(=O)C2=Cc3sc4CCCCc4c3CS2)c1,-4.312,O=C(Nc1cccc(F)c1)C1=Cc2sc3c(c2CS1)CCCC3,-4.312,,-0.0,0
74511,74512,CPD002396382,O=C(CSc1nc(C2CC2)n(n1)c3ccccc3)N4CCN(CC4)c5ccccc5,-3.984,O=C(CSc1nc(C2CC2)n(-c2ccccc2)n1)N1CCN(c2ccccc2)CC1,-3.984,,-0.0,0
8715,8716,CPD000707364,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2ccccc2SCC(=O)N3CCCC3,-6.349,CN(C(=O)COC(=O)c1ccccc1SCC(=O)N1CCCC1)C1CCS(=O)(=O)C1,-6.349,,-0.0,0
50035,50036,CPD002416359,NC1CC1c2ccc3ccccc3c2.Cl,-4.806,NC1CC1c1ccc2ccccc2c1,-4.806,,-0.0,0
39401,39402,CPD002371978,Clc1ccccc1c2noc(CSC3=Nc4cc5OCOc5cc4C(=O)N3Cc6occc6)n2,-5.079,O=c1c2cc3c(cc2nc(SCc2nc(-c4ccccc4Cl)no2)n1Cc1ccco1)OCO3,-5.079,,-0.0,0
13545,13546,CPD002367743,CCC1=CC(=O)NC(=N1)n2nc(C)cc2NC(=O)c3cccc4ccccc34,-5.979,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)c2cccc3ccccc23)n1,-5.979,,-0.0,0
26347,26348,CPD002413851,Clc1ccc(cc1)C(=O)N\N=C/2\CCCC(=O)C2,-5.451,O=C1CCC/C(=N/NC(=O)c2ccc(Cl)cc2)C1,-5.451,,-0.0,0
45771,45772,CPD002404421,CN(C(=O)c1cc(O)nc2ccccc12)c3ccccc3,-4.914,CN(C(=O)c1cc(O)nc2ccccc12)c1ccccc1,-4.914,,-0.0,0
38558,38559,CPD002395709,O=C(COC(=O)c1cc2ccccc2[nH]1)Nc3ccc4ccccc4c3,-5.102,O=C(COC(=O)c1cc2ccccc2[nH]1)Nc1ccc2ccccc2c1,-5.102,,-0.0,0
29341,29342,CPD002370809,COc1ccc(cc1C)S(=O)(=O)N2CCn3cccc3C2c4ccccc4F,-5.359,COc1ccc(S(=O)(=O)N2CCn3cccc3C2c2ccccc2F)cc1C,-5.359,,-0.0,0
74178,74179,CPD002434251,Clc1ccccc1n2nnnc2c3ccncc3,-4.003,Clc1ccccc1-n1nnnc1-c1ccncc1,-4.003,,-0.0,0
80405,80406,CPD002403627,CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NC(=O)CCC3CCCCC3,-3.433,CC(=O)Nc1ccc(S(=O)(=O)N2CCC(NC(=O)CCC3CCCCC3)CC2)cc1,-3.433,,-0.0,0
1842,1842,CPD000854273,Cc1ccc(s1)C(=O)COC(=O)c2ccccc2O,-8.286,Cc1ccc(C(=O)COC(=O)c2ccccc2O)s1,-8.286,,-0.0,0
9012,9013,CPD002488067,CCN1CCN(CC1)C(C(=O)O)c2c[nH]c3ccc(Cl)cc23,-6.319,CCN1CCN(C(C(=O)O)c2c[nH]c3ccc(Cl)cc23)CC1,-6.319,,-0.0,0
8926,8927,CPD000154014,Cc1nnc(SCC(=O)Nc2ccc(cc2)N3CCOCC3)n1c4ccccc4,-6.327,Cc1nnc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)n1-c1ccccc1,-6.327,,-0.0,0
66423,66424,CPD002416968,COc1ccc(\C=C\c2nc3ccccc3s2)c(OC)c1OC,-4.336,COc1ccc(/C=C/c2nc3ccccc3s2)c(OC)c1OC,-4.336,,-0.0,0
78769,78770,CPD002404269,CCOc1ccccc1N2CCN(CC(=O)Nc3c(C)cc(C)cc3Cl)CC2,-3.649,CCOc1ccccc1N1CCN(CC(=O)Nc2c(C)cc(C)cc2Cl)CC1,-3.649,,-0.0,0
59161,59162,CPD001538582,Cc1cc(NCc2cccs2)ccc1NC(=O)c3ccco3,-4.557,Cc1cc(NCc2cccs2)ccc1NC(=O)c1ccco1,-4.557,,-0.0,0
57789,57790,CPD002433892,CC(N1CCCC(C1)C(F)(F)F)C(=O)N(C)CC(=O)Nc2ccccc2C(F)(F)F,-4.596,CC(C(=O)N(C)CC(=O)Nc1ccccc1C(F)(F)F)N1CCCC(C(F)(F)F)C1,-4.596,,-0.0,0
71897,71898,CPD002373851,COc1ccccc1CNC(=O)c2cccc3CN(C4CCCCC4)C(=O)c32,-4.118,COc1ccccc1CNC(=O)c1cccc2c1C(=O)N(C1CCCCC1)C2,-4.118,,-0.0,0
43627,43628,CPD002444867,CCC(C)c1ccc(nc1)c2ccc(cc2)c3ccc(cn3)C(C)CC,-4.967,CCC(C)c1ccc(-c2ccc(-c3ccc(C(C)CC)cn3)cc2)nc1,-4.967,,-0.0,0
15232,15233,CPD000015700,Cn1c(=O)n(C)c2nc(Sc3ncccn3)n(Cc4ccc(Cl)cc4)c2c1=O,-5.89,Cn1c(=O)c2c(nc(Sc3ncccn3)n2Cc2ccc(Cl)cc2)n(C)c1=O,-5.89,,-0.0,0
39594,39595,CPD002401435,Cn1c(=O)n(C)c2nc(SCc3ccc(F)cc3)n(Cc4ccccc4)c2c1=O,-5.074,Cn1c(=O)c2c(nc(SCc3ccc(F)cc3)n2Cc2ccccc2)n(C)c1=O,-5.074,,-0.0,0
12571,12572,CPD000874051,CC(C)(C)c1cc([nH]n1)c2nc3ccccc3[nH]2,-6.039,CC(C)(C)c1cc(-c2nc3ccccc3[nH]2)[nH]n1,-6.039,,-0.0,0
48232,48233,CPD002490013,CCn1c(/C=C/c2cn(C)c3ccccc23)nc4ccccc4c1=O,-4.853,CCn1c(/C=C/c2cn(C)c3ccccc23)nc2ccccc2c1=O,-4.853,,-0.0,0
19736,19737,CPD002410124,Fc1ccc(CNC(=O)CSC2=Nc3ccccc3C4=NC(=O)C(=NN24)c5ccccc5)cc1,-5.69,O=C(CSc1nc2ccccc2c2nc(=O)c(-c3ccccc3)nn12)NCc1ccc(F)cc1,-5.69,,-0.0,0
31957,31958,CPD002396780,FC(F)Oc1ccccc1NC(=O)C2=NN(C3CCS(=O)(=O)C3)C(=O)CC2,-5.28,O=C(Nc1ccccc1OC(F)F)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1,-5.28,,-0.0,0
68149,68150,CPD002403326,FC(F)(F)c1ccc(Cc2cnc(NC(=O)CN3N=Cc4ccccc4C3=O)s2)cc1,-4.272,O=C(Cn1ncc2ccccc2c1=O)Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1,-4.272,,-0.0,0
82347,82348,CPD002418171,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(NS(=O)(=O)c2cc(C)ccc2C)c1,-2.804,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(NS(=O)(=O)c2cc(C)ccc2C)c1,-2.804,,-0.0,0
43115,43116,CPD002395383,CC(C)N1N=C(C(=O)OCc2nc(N)nc(Nc3ccccc3)n2)c4ccccc4C1=O,-4.981,CC(C)n1nc(C(=O)OCc2nc(N)nc(Nc3ccccc3)n2)c2ccccc2c1=O,-4.981,,-0.0,0
58300,58301,CPD002453051,Cc1cc2ccccc2n1CC(=O)N3CCCCCC3,-4.581,Cc1cc2ccccc2n1CC(=O)N1CCCCCC1,-4.581,,-0.0,0
53027,53028,CPD002407085,Cc1ccc(OCCn2c(CN3CCCCC3)nc4ccccc24)cc1,-4.728,Cc1ccc(OCCn2c(CN3CCCCC3)nc3ccccc32)cc1,-4.728,,-0.0,0
44095,44096,CPD002436996,Cc1cc(Br)ccc1NC(=O)CCn2cnc3n(C)c(=O)n(C)c(=O)c23,-4.955,Cc1cc(Br)ccc1NC(=O)CCn1cnc2c1c(=O)n(C)c(=O)n2C,-4.955,,-0.0,0
37960,37961,CPD002498166,Cc1sc(N)c(C#N)c1c2ccc(Cl)cc2Cl,-5.117,Cc1sc(N)c(C#N)c1-c1ccc(Cl)cc1Cl,-5.117,,-0.0,0
27563,27564,CPD000077309,COc1ccc(Cc2nnc(SCC(=O)N3CCN(CC3)c4ccccc4)o2)cc1,-5.413,COc1ccc(Cc2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)o2)cc1,-5.413,,-0.0,0
32377,32378,CPD001540334,COC(=O)C1=C(CN2CCN(C)CC2)NC(=O)NC1c3ccc(C)cc3,-5.268,COC(=O)C1=C(CN2CCN(C)CC2)NC(=O)NC1c1ccc(C)cc1,-5.268,,-0.0,0
19620,19621,CPD002439432,COc1ccc(cc1)c2c(C)c3cc(OS(=O)(=O)c4ccc(C)cc4)ccc3oc2=O,-5.694,COc1ccc(-c2c(C)c3cc(OS(=O)(=O)c4ccc(C)cc4)ccc3oc2=O)cc1,-5.694,,-0.0,0
67087,67088,CPD002411893,CN(C(=O)c1c(Cl)c2ccccc2n1C)c3ccccc3,-4.312,CN(C(=O)c1c(Cl)c2ccccc2n1C)c1ccccc1,-4.312,,-0.0,0
56734,56735,CPD000144730,COc1ccc2oc(=O)c(cc2c1)C(=O)N3C(C)Cc4ccccc34,-4.626,COc1ccc2oc(=O)c(C(=O)N3c4ccccc4CC3C)cc2c1,-4.626,,-0.0,0
2935,2935,CPD002410011,Cc1nnc(NC(=O)c2cc(nc3ccccc23)c4ccc(C)cc4)s1,-7.837,Cc1ccc(-c2cc(C(=O)Nc3nnc(C)s3)c3ccccc3n2)cc1,-7.837,,-0.0,0
70975,70976,CPD000077568,O=C(Nc1ccc(cc1)N2CCOCC2)c3cccc(c3)S(=O)(=O)N4CCCC4,-4.16,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(S(=O)(=O)N2CCCC2)c1,-4.16,,-0.0,0
10107,10108,CPD002371847,Cc1ccc(CNS(=O)(=O)c2ccc3OCC(=O)N(Cc4noc(C)n4)c3c2)cc1,-6.22,Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)N(Cc2noc(C)n2)C(=O)CO3)cc1,-6.22,,-0.0,0
4796,4797,CPD002488804,COc1ccc2C(=C(CC(=O)\N=C\3/NN=C(S3)C(C)C)C(=O)Oc2c1OC)C,-7.048,COc1ccc2c(C)c(CC(=O)/N=c3\[nH]nc(C(C)C)s3)c(=O)oc2c1OC,-7.048,,-0.0,0
63862,63863,CPD002444995,CC1CCCN(C1)C(=O)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2.OC(=O)C(=O)O,-4.419,CC1CCCN(C(=O)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)C1,-4.419,,-0.0,0
27997,27998,CPD000063655,O=C(COC(=O)c1ccccc1NC(=O)c2ccco2)N3CC(=O)Nc4ccccc34,-5.399,O=C1CN(C(=O)COC(=O)c2ccccc2NC(=O)c2ccco2)c2ccccc2N1,-5.399,,-0.0,0
44568,44569,CPD002397647,CCNC(=O)COC(=O)c1cc(nc2ccccc12)c3ccc(F)cc3,-4.943,CCNC(=O)COC(=O)c1cc(-c2ccc(F)cc2)nc2ccccc12,-4.943,,-0.0,0
15327,15328,CPD000650726,COc1ccc(cc1)c2cc(=O)oc3cc(OCC(=O)NCc4ccccn4)ccc23,-5.885,COc1ccc(-c2cc(=O)oc3cc(OCC(=O)NCc4ccccn4)ccc23)cc1,-5.885,,-0.0,0
28751,28752,CPD002498626,Cc1ccccc1COc2ccc(C=O)cc2,-5.376,Cc1ccccc1COc1ccc(C=O)cc1,-5.376,,-0.0,0
22550,22551,CPD002488212,CC(C)CC(=O)NCCNC(=O)c1cc2ccccc2n1C,-5.583,CC(C)CC(=O)NCCNC(=O)c1cc2ccccc2n1C,-5.583,,-0.0,0
61022,61023,CPD000806699,COCCn1c(SCC(=O)NC2CCCCC2)nc3CCSc3c1=O,-4.504,COCCn1c(SCC(=O)NC2CCCCC2)nc2c(c1=O)SCC2,-4.504,,-0.0,0
23063,23064,CPD000278699,COc1cc(cc(OC)c1OC)C(=O)NC2CCN(Cc3nnnn3Cc4ccc(F)cc4)CC2,-5.564,COc1cc(C(=O)NC2CCN(Cc3nnnn3Cc3ccc(F)cc3)CC2)cc(OC)c1OC,-5.564,,-0.0,0
80486,80487,CPD002370539,Clc1ccc(CNS(=O)(=O)c2cc3CCCN4C(=O)CCc(c2)c34)cc1,-3.417,O=C1CCc2cc(S(=O)(=O)NCc3ccc(Cl)cc3)cc3c2N1CCC3,-3.417,,-0.0,0
75348,75349,CPD001239397,CN(c1ccccc1)S(=O)(=O)c2cccc(NC(=O)CN3C(=O)NC4(CCCC4)C3=O)c2,-3.931,CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCC3)C2=O)c1,-3.931,,-0.0,0
46369,46370,CPD002408589,CC(C)N(Cc1oc(C)cc1)C(=O)CCc2c[nH]c3ccccc23,-4.899,Cc1ccc(CN(C(=O)CCc2c[nH]c3ccccc23)C(C)C)o1,-4.899,,-0.0,0
67980,67981,CPD002396369,CCCCn1c(=O)[nH]c(=O)c2n(CCC)c(COC(=O)Cc3ccccc3)nc12,-4.279,CCCCn1c(=O)[nH]c(=O)c2c1nc(COC(=O)Cc1ccccc1)n2CCC,-4.279,,-0.0,0
76610,76611,CPD002365173,C[N+](C)(CCN1C(=O)C2C3CC(C=C3)C2C1=O)CC#C.[Br-],-3.847,C#CC[N+](C)(C)CCN1C(=O)C2C3C=CC(C3)C2C1=O,-3.847,,-0.0,0
35330,35331,CPD002375958,COc1ccc(NC(=O)CCc2onc(n2)C3=CC=C(C)N(C(C)C)C3=O)c(OC)c1,-5.187,COc1ccc(NC(=O)CCc2nc(-c3ccc(C)n(C(C)C)c3=O)no2)c(OC)c1,-5.187,,-0.0,0
57064,57065,CPD002440596,CCOc1cc(Cl)c(C=O)cc1OC,-4.617,CCOc1cc(Cl)c(C=O)cc1OC,-4.617,,-0.0,0
48253,48254,CPD002308246,CC(C)C(=O)N1CCN(CC1)C(=O)c2cc(nc3ccccc23)C(C)C,-4.852,CC(C)C(=O)N1CCN(C(=O)c2cc(C(C)C)nc3ccccc23)CC1,-4.852,,-0.0,0
66212,66213,CPD002367237,O=C(C1CCCN(C1)S(=O)(=O)c2ccc3NC(=O)CCCc3c2)N4CCOCC4,-4.343,O=C1CCCc2cc(S(=O)(=O)N3CCCC(C(=O)N4CCOCC4)C3)ccc2N1,-4.343,,-0.0,0
25360,25361,CPD002368144,Fc1ccc(NC(=O)N2CCN(CC2)C3=CC(=O)N4N=C(SC4=N3)c5occc5)c(F)c1,-5.483,O=C(Nc1ccc(F)cc1F)N1CCN(c2cc(=O)n3nc(-c4ccco4)sc3n2)CC1,-5.483,,-0.0,0
73960,73961,CPD002374560,COc1ccccc1c2nn(CCC(=O)Nc3ccc(C)cc3)c4nc(C)cc(C)c24,-4.016,COc1ccccc1-c1nn(CCC(=O)Nc2ccc(C)cc2)c2nc(C)cc(C)c12,-4.016,,-0.0,0
41918,41919,CPD002486786,COc1ccc2c(C)c(CC(=O)Nc3nc4ccccc4[nH]3)c(=O)oc2c1,-5.013,COc1ccc2c(C)c(CC(=O)Nc3nc4ccccc4[nH]3)c(=O)oc2c1,-5.013,,-0.0,0
78976,78977,CPD002357644,CCOc1cc(cc(Br)c1O)C2NC(=O)N(C)C(=C2C(=O)OC3CCCC3)C,-3.624,CCOc1cc(C2NC(=O)N(C)C(C)=C2C(=O)OC2CCCC2)cc(Br)c1O,-3.624,,-0.0,0
34162,34163,CPD002393429,CC(Sc1ncnc2ccccc12)C(=O)Nc3ccc(cc3)C(=O)C,-5.218,CC(=O)c1ccc(NC(=O)C(C)Sc2ncnc3ccccc23)cc1,-5.218,,-0.0,0
80134,80135,CPD002368247,O=C1Oc2ccccc2C(=C1NS(=O)(=O)c3ccc(cc3)C#N)NC4CCCCC4,-3.475,N#Cc1ccc(S(=O)(=O)Nc2c(NC3CCCCC3)c3ccccc3oc2=O)cc1,-3.475,,-0.0,0
39400,39401,CPD002370614,COc1ccc(NC(=O)Cn2c(nc(C)cc2=O)n3nc(C)cc3C)cc1,-5.079,COc1ccc(NC(=O)Cn2c(-n3nc(C)cc3C)nc(C)cc2=O)cc1,-5.079,,-0.0,0
47034,47035,CPD002408484,FC(F)(F)S(=O)(=O)c1ccccc1N2CCC(CC2)NC(=O)Cc3ccccc3,-4.883,O=C(Cc1ccccc1)NC1CCN(c2ccccc2S(=O)(=O)C(F)(F)F)CC1,-4.883,,-0.0,0
78308,78309,CPD000669339,CCOC(=O)C1CCN(CC1)C(=O)COc2ccc(cc2)S(=O)(=O)N3CCOCC3,-3.695,CCOC(=O)C1CCN(C(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,-3.695,,-0.0,0
17054,17055,CPD002443660,CN(N(C)C(=O)c1ccccc1)C(=O)c2ccccc2,-5.805,CN(C(=O)c1ccccc1)N(C)C(=O)c1ccccc1,-5.805,,-0.0,0
64146,64147,CPD002373495,COc1ccc(cc1)C2=C(O)C(=O)N(Cc3ccc(C)cc3)C2c4ccc(F)cc4,-4.41,COc1ccc(C2=C(O)C(=O)N(Cc3ccc(C)cc3)C2c2ccc(F)cc2)cc1,-4.41,,-0.0,0
81796,81797,CPD002396104,CCNC(=O)NC(=O)COC(=O)c1c[nH]c2ccccc12,-3.074,CCNC(=O)NC(=O)COC(=O)c1c[nH]c2ccccc12,-3.074,,-0.0,0
71701,71702,CPD002406736,Cc1cc2cc(NS(=O)(=O)c3ccc(F)c(F)c3F)ccc2[nH]1,-4.127,Cc1cc2cc(NS(=O)(=O)c3ccc(F)c(F)c3F)ccc2[nH]1,-4.127,,-0.0,0
13626,13627,CPD002399617,CC1=C(Oc2ccccc2)C(=O)c3ccc(OCC(=O)NCc4ccccc4)cc3O1,-5.975,Cc1oc2cc(OCC(=O)NCc3ccccc3)ccc2c(=O)c1Oc1ccccc1,-5.975,,-0.0,0
34946,34947,CPD002413522,[O-][N+](=O)c1cc(ccc1NN=Cc2ccccc2F)S(=O)(=O)Nc3ccc(Cl)cc3,-5.197,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(Cl)cc2)ccc1NN=Cc1ccccc1F,-5.197,,-0.0,0
23905,23906,CPD002368082,CC(=O)c1cccc(NC(=O)COC(=O)c2ccc(cc2)C3Nc4ccccc4S(=O)(=O)N3)c1,-5.534,CC(=O)c1cccc(NC(=O)COC(=O)c2ccc(C3Nc4ccccc4S(=O)(=O)N3)cc2)c1,-5.534,,-0.0,0
66953,66954,CPD002485903,COc1ccc(cc1)C(=O)Nc2oc3ccccc3c(=O)c2c4ccc(OC)c(OC)c4,-4.316,COc1ccc(C(=O)Nc2oc3ccccc3c(=O)c2-c2ccc(OC)c(OC)c2)cc1,-4.316,,-0.0,0
68989,68990,CPD000630723,Cc1ccc(cc1)S(=O)(=O)Nc2cc3n(C)c(=O)c(=O)n(C)c3cc2N4CCOCC4,-4.241,Cc1ccc(S(=O)(=O)Nc2cc3c(cc2N2CCOCC2)n(C)c(=O)c(=O)n3C)cc1,-4.241,,-0.0,0
31702,31703,CPD002486197,Brc1ccc2[nH]c(cc2c1)C(=O)Nc3ccc4OCCOc4c3,-5.287,O=C(Nc1ccc2c(c1)OCCO2)c1cc2cc(Br)ccc2[nH]1,-5.287,,-0.0,0
27025,27026,CPD000015952,CC1CCN(CC1)c2nc3n(C)c(=O)[nH]c(=O)c3n2CCSc4nccc(C)n4,-5.43,Cc1ccnc(SCCn2c(N3CCC(C)CC3)nc3c2c(=O)[nH]c(=O)n3C)n1,-5.43,,-0.0,0
4777,4778,CPD002366983,Cc1ccc(cc1)S(=O)(=O)Cc2nc(oc2C)c3ccc(cc3)C(=O)NCCN4CCOCC4,-7.051,Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCCN4CCOCC4)cc3)oc2C)cc1,-7.051,,-0.0,0
57518,57519,CPD002456168,CCCc1c([nH]c2CC(CC(=O)c12)c3ccc(OCC)cc3)C(=O)OCC,-4.604,CCCc1c(C(=O)OCC)[nH]c2c1C(=O)CC(c1ccc(OCC)cc1)C2,-4.604,,-0.0,0
33558,33559,CPD002410998,CN1CCOC(CNC(=O)Cc2ccccc2F)C1,-5.236,CN1CCOC(CNC(=O)Cc2ccccc2F)C1,-5.236,,-0.0,0
55455,55456,CPD002436453,COc1ccc(cc1Cl)c2nc3cc(NC(=O)C)ccc3o2,-4.662,COc1ccc(-c2nc3cc(NC(C)=O)ccc3o2)cc1Cl,-4.662,,-0.0,0
28042,28043,CPD002407176,CS(=O)(=O)N1CCC(CC1)NC(=O)c2ccccc2C(=O)c3ccccc3,-5.398,CS(=O)(=O)N1CCC(NC(=O)c2ccccc2C(=O)c2ccccc2)CC1,-5.398,,-0.0,0
47856,47857,CPD002442628,Fc1ccccc1c2oc(CNCc3ccccc3)cc2,-4.863,Fc1ccccc1-c1ccc(CNCc2ccccc2)o1,-4.863,,-0.0,0
10756,10757,CPD000624116,Cc1oc(nc1CS(=O)(=O)CC(=O)NCCCN2CCOCC2)c3cccc(Cl)c3,-6.166,Cc1oc(-c2cccc(Cl)c2)nc1CS(=O)(=O)CC(=O)NCCCN1CCOCC1,-6.166,,-0.0,0
47146,47147,CPD002419059,CCc1cccc(CC)c1NC(=O)c2ccc3CCCc3c2,-4.88,CCc1cccc(CC)c1NC(=O)c1ccc2c(c1)CCC2,-4.88,,-0.0,0
35141,35142,CPD002453590,COc1cccc(c1)C(=O)Nc2oc3ccc(Cl)cc3c(=O)c2c4ccccc4,-5.192,COc1cccc(C(=O)Nc2oc3ccc(Cl)cc3c(=O)c2-c2ccccc2)c1,-5.192,,-0.0,0
39446,39447,CPD000306083,O=C(C[N+]1(CC#Cc2ccccc2)CCOCC1)c3ccccc3.[Br-],-5.078,O=C(C[N+]1(CC#Cc2ccccc2)CCOCC1)c1ccccc1,-5.078,,-0.0,0
44411,44412,CPD002443863,Cc1c(Cl)cccc1NC(=S)NCCc2cccs2,-4.947,Cc1c(Cl)cccc1NC(=S)NCCc1cccs1,-4.947,,-0.0,0
53178,53179,CPD000670570,CCn1c(CNC(=O)c2cccc(C)c2)nnc1SCC(=O)N3CCOCC3,-4.724,CCn1c(CNC(=O)c2cccc(C)c2)nnc1SCC(=O)N1CCOCC1,-4.724,,-0.0,0
79317,79318,CPD000129364,CCCS(=O)(=O)c1c(C(=O)OC)n2cccc(C)c2c1S(=O)(=O)CCC,-3.586,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2c(C)cccn2c1C(=O)OC,-3.586,,-0.0,0
9527,9528,CPD000706677,CCCCN(C(=O)C1=COCCO1)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O,-6.269,CCCCN(C(=O)C1=COCCO1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,-6.269,,-0.0,0
80646,80647,CPD002397918,Cc1ccc(NC2=NN=C(CS2)c3c[nH]c(c3)C(=O)N4CCCC4)cc1C,-3.384,Cc1ccc(NC2=NN=C(c3c[nH]c(C(=O)N4CCCC4)c3)CS2)cc1C,-3.384,,-0.0,0
41708,41709,CPD002453103,CC(C)OCCCNc1nc2n(C)c(=O)n(C)c(=O)c2n1Cc3ccc(Br)cc3,-5.018,CC(C)OCCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(Br)cc1,-5.018,,-0.0,0
35637,35638,CPD000805883,COc1ccc(NC(=O)COc2cccc3C(=O)N(Cc4cccnc4)CCc23)c(OC)c1,-5.179,COc1ccc(NC(=O)COc2cccc3c2CCN(Cc2cccnc2)C3=O)c(OC)c1,-5.179,,-0.0,0
35026,35027,CPD002486667,CCc1nc(N2CCN(CC2)C(=O)CN3CCN(C)CC3)c(C#N)c4CC(C)(C)OCc14,-5.195,CCc1nc(N2CCN(C(=O)CN3CCN(C)CC3)CC2)c(C#N)c2c1COC(C)(C)C2,-5.195,,-0.0,0
1349,1349,CPD002417066,COC(=O)c1cc(cc(C(=O)OC)c1O)C(=O)c2cc(F)ccc2O,-8.518,COC(=O)c1cc(C(=O)c2cc(F)ccc2O)cc(C(=O)OC)c1O,-8.518,,-0.0,0
5952,5953,CPD002367893,CCc1c(C)nc(SCc2nc(oc2C)c3cccc(C)c3)nc1O,-6.754,CCc1c(C)nc(SCc2nc(-c3cccc(C)c3)oc2C)nc1O,-6.754,,-0.0,0
57710,57711,CPD002489912,COc1ccc(CCNC(=O)CN2N=C(C=CC2=O)c3ccc(OC)cc3)cc1,-4.598,COc1ccc(CCNC(=O)Cn2nc(-c3ccc(OC)cc3)ccc2=O)cc1,-4.598,,-0.0,0
59192,59193,CPD002453389,CCOC(=O)c1cc(NCc2ccccc2)ccc1N3CCOCC3.Cl,-4.556,CCOC(=O)c1cc(NCc2ccccc2)ccc1N1CCOCC1,-4.556,,-0.0,0
